 ,0.6931471805599453,0.0
A,0.6931471805599453,3.0,0.6931471805599453,3.5,0.6931471805599453,3.0,0.6931471805599453,1.0
B,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
C,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
D,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
E,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
F,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
G,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
H,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
I,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
J,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
K,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
L,0.6931471805599453,2.0,0.6931471805599453,4,0.6931471805599453,2.0,0.6931471805599453,1.0
M,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
N,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
O,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
P,0.6931471805599453,4.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
Q,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
R,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
S,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
T,0.6931471805599453,2.5,0.6931471805599453,3.9,0.6931471805599453,2.5,0.6931471805599453,1.0
U,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
V,0.6931471805599453,2.7,0.6931471805599453,3,0.6931471805599453,2.7,0.6931471805599453,1.0
W,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
X,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
Y,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
Z,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
a,0.6931471805599453,3.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
b,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
c,0.6931471805599453,2.5,0.6931471805599453,3.3,0.6931471805599453,3.1,0.6931471805599453,2.8,0.6931471805599453,1.0
d,0.6931471805599453,2.0,0.6931471805599453,3,0.6931471805599453,4.0,0.6931471805599453,3.0,0.6931471805599453,1.0
e,0.6931471805599453,2.5,0.6931471805599453,3.5,0.6931471805599453,3,0.6931471805599453,1.0
f,0.6931471805599453,4.0,0.6931471805599453,1.0
g,0.6931471805599453,2.5,0.6931471805599453,4,0.6931471805599453,3.5,0.6931471805599453,2.5,0.6931471805599453,1.0
h,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
i,0.6931471805599453,2.5,0.6931471805599453,4,0.6931471805599453,2.5,0.6931471805599453,1.0
j,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
k,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
l,0.6931471805599453,2,0.6931471805599453,3.9,0.6931471805599453,2.5,0.6931471805599453,1.0
m,0.6931471805599453,3.5,0.6931471805599453,2.2,0.6931471805599453,3.7,0.6931471805599453,2.4,0.6931471805599453,3.5,0.6931471805599453,2.2,0.6931471805599453,1.0
n,0.6931471805599453,2.5,0.6931471805599453,3.5,0.6931471805599453,2.4,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
o,0.6931471805599453,2.5,0.6931471805599453,3.2,0.6931471805599453,2.8,0.6931471805599453,1.0
p,0.6931471805599453,3.0,0.6931471805599453,3.5,0.6931471805599453,3,0.6931471805599453,1.0
q,0.6931471805599453,2.5,0.6931471805599453,4,0.6931471805599453,2.0,0.6931471805599453,1.0
r,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.8,0.6931471805599453,2.2,0.6931471805599453,1.0
s,0.6931471805599453,3.0,0.6931471805599453,3.2,0.6931471805599453,2,0.6931471805599453,1.0
t,0.6931471805599453,3,0.6931471805599453,3.8,0.6931471805599453,3,0.6931471805599453,1.0
u,0.6931471805599453,3.5,0.6931471805599453,2,0.6931471805599453,3.5,0.6931471805599453,1.0
v,0.6931471805599453,2.5,0.6931471805599453,3.3,0.6931471805599453,2.0,0.6931471805599453,1.0
w,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
x,0.6931471805599453,3.0,0.6931471805599453,3.5,0.6931471805599453,3.0,0.6931471805599453,1.0
y,0.6931471805599453,3.0,0.6931471805599453,4.0,0.6931471805599453,2.0,0.6931471805599453,1.0
z,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
0,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
1,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
2,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
3.5,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
4,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
5,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
6,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
7,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
8,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
9,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
",",0.6931471805599453,2.3,0.6931471805599453,2.8,0.6931471805599453,2.3,0.6931471805599453,1.0
.,0.6931471805599453,2.3,0.6931471805599453,2.8,0.6931471805599453,2.3,0.6931471805599453,1.0
:,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
ã,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
ẽ,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
ĩ,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
õ,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
ṹ,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
ũ,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
➽,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
❧,0.6931471805599453,1.0,0.6931471805599453,3.2,0.6931471805599453,2.0,0.6931471805599453,4.0,0.6931471805599453,1.0
ſ,0.6931471805599453,2.5,0.6931471805599453,4,0.6931471805599453,3.2
&,0.6931471805599453,2.5,0.6931471805599453,3.5,0.6931471805599453,3,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
ꝗ,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
q̃,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
ꝯ,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
p̃,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
ꝓ,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
ꝑ,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
-,0.6931471805599453,2.0,0.6931471805599453,3.5,0.6931471805599453,2.0,0.6931471805599453,1.0
̃,0.579818495252942,1.0,0.6539264674066639,1.5,0.4942963218147801,2.5,0.6931471805599453,1.5,0.6931471805599453,0
